Date,AMT,BLL,CNC,DG,DLR,EA,EFX,GDX,REGN,SBAC,VFC,VRSN,VRTX
06/11/2020,239.5601196,97.13907623,67.93000031,220.5623474,144.167984,118.8839874,149.4001465,41.20486069,578.0300293,305.4115295,69.2070694,206.6699982,220.2799988
09/11/2020,235.4347229,92.67383575,68.81999969,209.6936493,135.8528748,116.6696854,151.2219696,38.67805481,567.5499878,296.2976074,76.91760254,203.4600067,222.8500061
10/11/2020,229.8946228,94.66725159,71.12000275,209.7633667,133.493988,118.624649,153.9198761,37.36491394,559.2199707,289.4945374,76.64082336,199.9799957,215.3500061
11/11/2020,235.899704,95.49451447,69.40000153,212.7619934,138.5754547,119.4724655,158.4794312,36.95704269,567.7299805,297.4131775,76.10700989,201.8999939,216.7200012
12/11/2020,235.464386,93.88980865,68.83000183,211.9749756,138.9784241,119.013649,161.7945709,37.29527664,556.7800293,295.7995605,75.28652954,198.9700012,218.3099976
13/11/2020,240.4900665,94.33833313,69.05000305,213.0907288,142.17276,120.4898529,164.3530884,37.81257248,566.4299927,302.8018799,78.59811401,198.5099945,225.5200043
16/11/2020,236.5328369,96.44139099,67.66999817,212.2837982,139.5681458,118.2954941,170.7444305,37.56386948,559.289978,294.2457275,81.33634186,194.8800049,224.2700043
17/11/2020,236.6218719,96.82012939,67.27999878,207.9602203,139.980957,118.2156982,171.1824799,36.7481308,538.1500244,297.6024475,84.13388824,194.5099945,222.9600067
18/11/2020,235.1577148,96.24204254,65.95999908,207.7809143,139.9612885,116.5400162,171.1824799,35.63394928,519.039978,297.8069458,84.57872772,194.2599945,216.3500061
19/11/2020,235.8798981,97.58760071,63.61000061,210.4109192,140.5510254,119.831543,172.8350677,35.33550644,514.710022,297.0487671,83.98561096,197.4400024,211.9700012
20/11/2020,230.1716156,96.92977142,62.95999908,209.4346161,140.2561493,121.5570984,170.8738556,35.71353531,518.7399902,289.407074,83.89663696,196.4400024,215.2100067
23/11/2020,226.461731,95.12573242,63.91999817,210.2415466,137.5729065,121.5471268,172.210907,34.18153381,523.6099854,285.5862122,85.55738068,196.5700073,217.8699951
24/11/2020,225.6208038,95.79353333,63.38999939,212.1742096,130.3291321,119.9412613,165.4358368,33.24641418,506.1000061,279.2214661,87.73213959,197.4600067,216.5
25/11/2020,230.5079803,95.98290253,62.18999863,216.1790161,133.4251862,121.1980286,165.6353912,33.86319351,508.3099976,281.9349365,86.56567383,198.7200012,218.1000061
27/11/2020,231.586319,96.04270935,63.16999817,217.1851807,134.388382,123.8511963,164.3781586,34.05220795,514.0499878,285.0475159,84.7368927,200.5200043,226.7100067
30/11/2020,228.7272339,95.8430481,61.65000153,217.7530365,132.4423065,127.4220047,166.5334167,34.4998703,516.0300293,286.4940491,82.4434967,200.7200012,227.75
01/12/2020,233.3077087,96.65164185,62.86999893,219.008255,132.8157959,127.0824203,166.5733337,35.77322006,514.0700073,288.09021,83.83732605,200.75,230.3000031
02/12/2020,226.451828,93.83654022,63.84000015,216.7169495,129.8966675,129.3795776,164.2484436,35.78316879,505.1300049,283.8005066,84.49964142,200.2400055,226.6999969
03/12/2020,223.8004913,92.47890472,63.68000031,213.6785126,131.361145,128.2210236,164.8870392,35.32555771,498.8399963,285.7159119,85.2311554,200.8099976,226.8699951
04/12/2020,226.2242889,93.99626923,64.59999847,212.6225128,133.1499786,128.5306244,166.1342926,35.12659836,492.4500122,285.7658081,88.12755585,203.9900055,228.3200073
07/12/2020,221.8713531,95.33393097,64.56999969,212.5527802,132.9140778,130.6779633,170.4547882,36.31041718,495.4100037,283.1121521,87.28730011,205.2599945,227.0599976
08/12/2020,221.2184143,95.72325897,65.01000214,210.5702972,131.0859375,131.9863434,183.8253479,36.16119385,497.1400146,280.1791687,88.23629761,206.9199982,229.8300018
09/12/2020,217.0930176,93.19765472,63.45000076,208.1893463,127.5279312,133.0050812,179.5846863,35.21613312,488.6400146,275.2210388,87.6001358,204.4100037,224.3800049
